variavel|descricao_var|codigo|descricao_cod
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|322505|Tecnico de Ortopedia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|322605|Tecnico de Imobilizacao Ortopedica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|323105|Tecnico em Pecuaria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324105|Tecnico em Metodos Eletrograficos em Encefalografia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324110|Tecnico em Metodos Graficos em Cardiologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324115|Tecnico em Radiologia e Imagenologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324120|Técnólogo em Radiologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324125|Tecnologo Oftalmico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324130|Tecnico em Espirometria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324135|Técnico Em Polissonografia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324205|Tecnico em Patologia Clinica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324210|Auxiliar Tecnico em Patologia Clinica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324215|Citotécnico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|324220|Tecnico em Hemoterapia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325005|Enologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325010|Aromista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325015|Perfumista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325105|Auxiliar Tecnico em Laboratorio de Farmacia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325110|Tecnico em Laboratorio de Farmacia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325115|Técnico em Farmácia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325205|Tecnico de Alimentos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325210|Técnico em Nutrição e Dietética
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325305|Tecnico em Biotecnologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|325310|Tecnico em Imunobiologicos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|328105|Embalsamador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|328110|Taxidermista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|331105|Professor de Nivel Medio na Educacao Infantil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|331110|Auxiliar de Desenvolvimento Infantil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|331205|Professor de Nivel Medio no Ensino Fundamental
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|331305|Professor de Nivel Medio no Ensino Profissionalizante
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|332105|Professor Leigo no Ensino Fundamental
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|332205|Professor Pratico no Ensino Profissionalizante
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|333105|Instrutor de Auto-Escola
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|333110|Instrutor de Cursos Livres
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|333115|Professores de Cursos Livres
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|334105|Inspetor de Alunos de Escola Privada
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|334110|Inspetor de Alunos de Escola Publica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|334115|Monitor de Transporte Escolar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341105|Piloto Comercial (Exceto Linhas Aereas)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341110|Piloto Comercial de Helicoptero (Exceto Linhas Aereas)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341115|Mecanico de Voo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341120|Piloto Agricola
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341205|Contramestre de Cabotagem
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341210|Mestre de Cabotagem
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341215|Mestre Fluvial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341220|Patrao de Pesca de Alto-Mar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341225|Patrao de Pesca na Navegacao Interior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341230|Piloto Fluvial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341235|Tecnico em Sinalizacao Nautica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341240|Tecnico em Manobras em Equipamentos de Conves
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341245|Tecnico em Sinais Navais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341250|Auxiliar Tecnico de Sinalizacao Nautica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341305|Condutor Maquinista Fluvial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341310|Condutor Maquinista Maritimo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341315|Eletricista de Bordo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341320|Condutor de Maquinas (Bombeador)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|341325|Condutor de Maquinas (Mecânico)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342105|Analista de Transporte em Comercio Exterior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342110|Operador de Transporte Multimodal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342115|Controlador de Servicos de Maquinas e Veiculos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342120|Afretador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342125|Tecnólogo em Logistica de Transporte
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342205|Ajudante de Despachante Aduaneiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342210|Despachante Aduaneiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342215|Analista de Desembaraco Aduaneiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342305|Chefe de Servico de Transporte Rodoviario (Passageiros e Cargas)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342310|Inspetor de Servicos de Transportes Rodoviarios (Passageiros e Cargas)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342315|Supervisor de Carga e Descarga
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342405|Agente de Estacao (Ferrovia e Metro)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342410|Operador de Centro de Controle (Ferrovia e Metro)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342505|Controlador de Trafego Aereo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342510|Despachante Operacional de Voo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342515|Fiscal de Aviacao Civil (Fac)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342520|Gerente da Administracao de Aeroportos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342525|Gerente de Empresa Aerea em Aeroportos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342530|Inspetor de Aviacao Civil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342535|Operador de Atendimento Aeroviario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342540|Supervisor da Administracao de Aeroportos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342545|Supervisor de Empresa Aerea em Aeroportos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342550|Agente de Protecao de Aviacao Civil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342555|Fiscal De Pista De Aeroporto
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342560|Operador De Rampa ( Transporte Aéreo)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342605|Chefe de Estacao Portuaria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|342610|Supervisor de Operacoes Portuarias
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351105|Tecnico de Contabilidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351110|Chefe de Contabilidade (Tecnico)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351115|Consultor Contabil (Tecnico)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351305|Tecnico em Administracao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351310|Tecnico em Administracao de Comercio Exterior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351315|Agente de Recrutamento e Selecao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351405|Escrevente
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351410|Escrivao Judicial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351415|Escrivao Extra - Judicial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351420|Escrivao de Policia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351425|Oficial de Justica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351430|Auxiliar de Servicos Juridicos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351435|Mediador De Conflitos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351440|Árbitro Extrajudicial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351505|Tecnico em Secretariado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351510|Taquigrafo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351515|Estenotipista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351605|Tecnico em Seguranca no Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351610|Técnico em Higiene Ocupacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351705|Analista de Seguros (Tecnico)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351710|Analista de Sinistros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351715|Assistente Comercial de Seguros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351720|Assistente Tecnico de Seguros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351725|Inspetor de Risco
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351730|Inspetor de Sinistros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351735|Tecnico de Resseguros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351740|Tecnico de Seguros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351805|Detetive Profissional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351810|Investigador de Policia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351815|Papiloscopista Policial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351905|Agente de Inteligencia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|351910|Agente Tecnico de Inteligencia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352205|Agente de Defesa Ambiental
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352210|Agente de Saude Publica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352305|Metrologista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352310|Agente Fiscal de Qualidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352315|Agente Fiscal Metrologico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352320|Agente Fiscal Textil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352405|Agente de Direitos Autorais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352410|Avaliador de Produtos do Meio de Comunicacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352415|Ouvidor (Ombudsman) do Meio de Comunicacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|352420|Tecnico em Direitos Autorais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353205|Tecnico de Operacoes e Servicos Bancarios - Cambio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353210|Tecnico de Operacoes e Servicos Bancarios - Credito Imobiliario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353215|Tecnico de Operacoes e Servicos Bancarios - Credito Rural
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353220|Tecnico de Operacoes e Servicos Bancarios - Leasing
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353225|Tecnico de Operacoes e Servicos Bancarios - Renda Fixa e Variavel
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353230|Tesoureiro de Banco
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|353235|Chefe de Servicos Bancarios
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354110|Agenciador de Propaganda
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354120|Agente de Vendas de Servicos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354125|Assistente de Vendas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354130|Promotor de Vendas Especializado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354135|Tecnico de Vendas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354140|Tecnico em Atendimento e Vendas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354145|Vendedor Pracista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354150|Propagandista de Produtos Famaceuticos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354205|Comprador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354210|Supervisor de Compras
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354305|Analista de Exportacao e Importacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354405|Leiloeiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354410|Avaliador de Imoveis
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354415|Avaliador de Bens Moveis
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354505|Corretor de Seguros
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354605|Corretor de Imoveis
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354610|Corretor De Grãos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354705|Representante Comercial Autonomo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354805|Tecnico em Turismo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354810|Operador de Turismo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354815|Agente de Viagem
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354820|Organizador de Evento
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|354825|Cerimonialista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371105|Auxiliar de Biblioteca
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371110|Tecnico em Biblioteconomia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371205|Colecionador de Selos e Moedas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371210|Tecnico em Museologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371305|Tecnico em Programacao Visual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371310|Tecnico Grafico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371405|Recreador de Acantonamento
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|371410|Recreador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|372105|Diretor de Fotografia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|372110|Iluminador (Televisao)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|372115|Operador de Camera de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|372205|Operador de Rede de Teleprocessamento
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|372210|Radiotelegrafista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373105|Operador de Audio de Continuidade (Radio)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373110|Operador de Central de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373115|Operador de Externa (Radio)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373120|Operador de Gravacao de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373125|Operador de Transmissor de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373130|Tecnico de Sistemas Audiovisuais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373135|Operador de Controle Mestre
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373140|Coordenador de Programacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373145|Assistente de Operacoes Audiovisuais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373205|Tecnico em Operacao de Equipamentos de Producao para Televisao  e Produtoras de Video
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373210|Tecnico em Operacao de Equipamento de Exibicao de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373215|Tecnico em Operacao de Equipamentos de Transmissao/Recepcao de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373220|Supervisor Tecnico Operacional de Sistemas de Televisao e Produtoras de Video
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373225|Supervisor de Operacoes (Midias Audiovisuais)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|373230|Supervisor Tecnico (Midias Audiovisuais)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374105|Tecnico em Gravacao de Audio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374110|Tecnico em Instalacao de Equipamentos de Audio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374115|Tecnico em Masterizacao de Audio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374120|Projetista de Som
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374125|Tecnico em Sonorizacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374130|Tecnico em Mixagem de Audio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374135|Projetista de Sistemas de Audio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374140|Microfonista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374145|Dj (Disc Jockey)
